Month_Year,Hospital_Name,Hospital_ID,Hospital_Department,ReferralType,TotalReferrals
Mar-18,Louth County Hospital,400,Paediatrics,General Referral,8
Mar-18,Louth County Hospital,400,Urology,General Referral,8
Mar-18,Mallow General Hospital,703,General Medicine,General Referral,60
Mar-18,Mallow General Hospital,703,General Surgery,General Referral,87
Mar-18,Mallow General Hospital,703,Otolaryngology (ENT),General Referral,55
Mar-18,Mater Private Drogheda Outreach Clinic,9065,Cardiology,General Referral,8
Mar-18,Mater Private Drogheda Outreach Clinic,9065,Endocrinology,General Referral,1
Mar-18,Mater Private Drogheda Outreach Clinic,9065,ENT,General Referral,5
Mar-18,Mater Private Drogheda Outreach Clinic,9065,Respiratory,General Referral,1
Mar-18,Mater Private Hospital Cork,9062,Cardiology,General Referral,19
Mar-18,Mater Private Hospital Cork,9062,Dermatology,General Referral,17
Mar-18,Mater Private Hospital Cork,9062,Emergency Department,General Referral,1
Mar-18,Mater Private Hospital Cork,9062,Endocrinology,General Referral,3
Mar-18,Mater Private Hospital Cork,9062,Gastroenterology,General Referral,18
Mar-18,Mater Private Hospital Cork,9062,General Surgery,General Referral,14
Mar-18,Mater Private Hospital Cork,9062,Gynaecology,General Referral,3
Mar-18,Mater Private Hospital Cork,9062,Ophthalmic Surgery,General Referral,9
Mar-18,Mater Private Hospital Cork,9062,Orthopaedic Surgery,General Referral,8
Mar-18,Mater Private Hospital Cork,9062,Pain Medicine,General Referral,3
Mar-18,Mater Private Hospital Cork,9062,Plastic Surgery,General Referral,7
Mar-18,Mater Private Hospital Cork,9062,Respiratory,General Referral,2
Mar-18,Mater Private Hospital Cork,9062,Rheumatology,General Referral,3
Mar-18,Mater Private Hospital Cork,9062,Spinal Surgery,General Referral,2
Mar-18,Mater Private Hospital Cork,9062,Urology,General Referral,6
Mar-18,Mater Private Hospital Cork,9062,Vascular Surgery,General Referral,2
Mar-18,Mater Private Hospital Dublin,9060,Bariatric,General Referral,1
Mar-18,Mater Private Hospital Dublin,9060,Breast Imaging/TAC,Breast Clinic Referral,31
Mar-18,Mater Private Hospital Dublin,9060,Breast Surgery,General Referral,2
Mar-18,Mater Private Hospital Dublin,9060,Cardiology – Arrhythmia service,General Referral,8
Mar-18,Mater Private Hospital Dublin,9060,Cardiology - Consultant clinics,General Referral,27
Mar-18,Mater Private Hospital Dublin,9060,Emergency Department,General Referral,1
Mar-18,Mater Private Hospital Dublin,9060,Gastroenterology,General Referral,12
Mar-18,Mater Private Hospital Dublin,9060,Gynaecology,General Referral,4
Mar-18,Mater Private Hospital Dublin,9060,Haematology,General Referral,2
Mar-18,Mater Private Hospital Dublin,9060,Heart & Vascular,General Referral,3
Mar-18,Mater Private Hospital Dublin,9060,Orthopaedic and Spine,General Referral,11
Mar-18,Mater Private Hospital Dublin,9060,Orthopaedics,General Referral,1
Mar-18,Mater Private Hospital Dublin,9060,Prostate Direct Access,Prostate Cancer Referral,4
Mar-18,Mater Private Hospital Dublin,9060,Radiology,General Referral,5
Mar-18,Mater Private Hospital Dublin,9060,Respiratory,General Referral,2
Mar-18,Mater Private Hospital Dublin,9060,Same Day Appt – ENT,General Referral,12
Mar-18,Mater Private Hospital Dublin,9060,Same Day Appt – General/Colorect,General Referral,5
Mar-18,Mater Private Hospital Dublin,9060,Same Day Appt - Vascular,General Referral,1
Mar-18,Mater Private Hospital Dublin,9060,Spine,General Referral,3
Mar-18,Mater Private Hospital Dublin,9060,Urology,General Referral,2
Mar-18,Mater Private Navan Outreach Clinic,9064,Cardiology,General Referral,2
Mar-18,Mater Public Hospital,908,Cardiac/Thoracic Surgery,General Referral,4
Mar-18,Mater Public Hospital,908,Cardiology - Rapid Chest Pain,General Referral,29
Mar-18,Mater Public Hospital,908,Colorectal Surgery,General Referral,19
Mar-18,Mater Public Hospital,908,Dermatology,General Referral,89
Mar-18,Mater Public Hospital,908,Diabetic/Endocrinology,General Referral,22
Mar-18,Mater Public Hospital,908,ENT Surgery,General Referral,49
Mar-18,Mater Public Hospital,908,Gastroenterology,General Referral,83
Mar-18,Mater Public Hospital,908,Gen Med/Cardiology,General Referral,36
Mar-18,Mater Public Hospital,908,Gen/Vas Surgery,General Referral,28
Mar-18,Mater Public Hospital,908,General Surgery,General Referral,21
Mar-18,Mater Public Hospital,908,Geriatrics,General Referral,11
Mar-18,Mater Public Hospital,908,Gynaecology,General Referral,11
Mar-18,Mater Public Hospital,908,Haematology,General Referral,12
Mar-18,Mater Public Hospital,908,Hepatobiliary,General Referral,1
Mar-18,Mater Public Hospital,908,Hepatology,General Referral,8
Mar-18,Mater Public Hospital,908,Infectious Diseases,General Referral,8
Mar-18,Mater Public Hospital,908,Mater Lung Clinic,Lung Cancer Referral,10
Mar-18,Mater Public Hospital,908,Mater Prostate Clinic,Prostate Cancer Referral,28
Mar-18,Mater Public Hospital,908,Mater Public Breast Unit,Breast Clinic Referral,411
Mar-18,Mater Public Hospital,908,Nephrology,General Referral,10
Mar-18,Mater Public Hospital,908,Neurology,General Referral,39
Mar-18,Mater Public Hospital,908,Oncology,General Referral,3
Mar-18,Mater Public Hospital,908,Ophthalmology,General Referral,47
Mar-18,Mater Public Hospital,908,Orthopaedic,General Referral,53
Mar-18,Mater Public Hospital,908,Pain Medicine,General Referral,13
Mar-18,Mater Public Hospital,908,Plastic Surgery,General Referral,36
Mar-18,Mater Public Hospital,908,Psychiatry,General Referral,3
Mar-18,Mater Public Hospital,908,Respiratory Med,General Referral,26
Mar-18,Mater Public Hospital,908,Rheumatology,General Referral,13
Mar-18,Mater Public Hospital,908,Urology,General Referral,33
Mar-18,Mayo University Hospital,802,Dermatology,General Referral,13
Mar-18,Mayo University Hospital,802,Diabetes Mellitus,General Referral,6
Mar-18,Mayo University Hospital,802,General Medicine,General Referral,89
Mar-18,Mayo University Hospital,802,General Surgery,General Referral,94
Mar-18,Mayo University Hospital,802,Gynaecology,General Referral,59
Mar-18,Mayo University Hospital,802,Nephrology,General Referral,1
Mar-18,Mayo University Hospital,802,Obstetrics,General Referral,24
Mar-18,Mayo University Hospital,802,Orthopaedics,General Referral,91
Mar-18,Mayo University Hospital,802,Otolaryngology (ENT),General Referral,27
Mar-18,Mayo University Hospital,802,Paediatrics,General Referral,57
Mar-18,Mayo University Hospital,802,Urology,General Referral,5
Mar-18,Mercy University Hospital,913,Cardiology,General Referral,31
Mar-18,Mercy University Hospital,913,Endocrinology,General Referral,1
Mar-18,Mercy University Hospital,913,Gastro-Enterology,General Referral,46
Mar-18,Mercy University Hospital,913,Gastro-Intestinal Surgery,General Referral,11
Mar-18,Mercy University Hospital,913,General Medicine,General Referral,2
Mar-18,Mercy University Hospital,913,General Surgery,General Referral,40
Mar-18,Mercy University Hospital,913,Geriatric Medicine,General Referral,8
Mar-18,Mercy University Hospital,913,Haematology,General Referral,5
Mar-18,Mercy University Hospital,913,Hepato-Biliary Surgery,General Referral,5
Mar-18,Mercy University Hospital,913,Neurology,General Referral,14
Mar-18,Mercy University Hospital,913,Paediatric Neurology,General Referral,5
Mar-18,Mercy University Hospital,913,Paediatrics,General Referral,26
Mar-18,Mercy University Hospital,913,Pain Relief,General Referral,20
Mar-18,Mercy University Hospital,913,Radiology,General Referral,395
Mar-18,Mercy University Hospital,913,Respiratory Medicine,General Referral,39
Mar-18,Mercy University Hospital,913,Urology,General Referral,57
Mar-18,Mercy University Hospital,913,Vascular Surgery,General Referral,25
Mar-18,Merlin Park University Hospital,801,Radiology,General Referral,37
Mar-18,Merrion Fertility Clinic,9117,Reproductive Medicine,General Referral,3
Mar-18,Midland Regional Hospital Portlaoise,201,Cardiology,General Referral,16
Mar-18,Midland Regional Hospital Portlaoise,201,Endocrinology,General Referral,8
Mar-18,Midland Regional Hospital Portlaoise,201,General Medicine,General Referral,8
Mar-18,Midland Regional Hospital Portlaoise,201,General Surgery,General Referral,45
Mar-18,Midland Regional Hospital Portlaoise,201,Gynaecology,General Referral,15
Mar-18,Midland Regional Hospital Portlaoise,201,Haematology,General Referral,3
Mar-18,Midland Regional Hospital Portlaoise,201,Obstetrics,General Referral,16
Mar-18,Midland Regional Hospital Portlaoise,201,Ophthalmology,Ophthalmology Referral,1
Mar-18,Midland Regional Hospital Portlaoise,201,Paediatrics,General Referral,22
Mar-18,Midland Regional Hospital Portlaoise,201,Urology,General Referral,4
Mar-18,Mullingar Midland Regional Hospital,202,Cardiology,General Referral,41
Mar-18,Mullingar Midland Regional Hospital,202,Dermatology,General Referral,7
Mar-18,Mullingar Midland Regional Hospital,202,Diabetes Mellitus,General Referral,3
Mar-18,Mullingar Midland Regional Hospital,202,Endocrinology,General Referral,14
Mar-18,Mullingar Midland Regional Hospital,202,General Medicine,General Referral,29
Mar-18,Mullingar Midland Regional Hospital,202,General Surgery,General Referral,126
Mar-18,Mullingar Midland Regional Hospital,202,Geriatric Medicine,General Referral,4
Mar-18,Mullingar Midland Regional Hospital,202,Gynaecology,General Referral,74
Mar-18,Mullingar Midland Regional Hospital,202,Haematology,General Referral,5
Mar-18,Mullingar Midland Regional Hospital,202,Obstetrics,General Referral,55
Mar-18,Mullingar Midland Regional Hospital,202,Ophthalmology,General Referral,2
Mar-18,Mullingar Midland Regional Hospital,202,Ophthalmology,Ophthalmology Referral,4
Mar-18,Mullingar Midland Regional Hospital,202,Orthopaedics,General Referral,1
Mar-18,Mullingar Midland Regional Hospital,202,Paediatrics,General Referral,62
Mar-18,Mullingar Midland Regional Hospital,202,Respiratory Medicine,General Referral,38
Mar-18,Naas General Hospital,102,Anaesthetics,General Referral,2
Mar-18,Naas General Hospital,102,Cardiology,General Referral,28
Mar-18,Naas General Hospital,102,Dermatology,General Referral,36
Mar-18,Naas General Hospital,102,Endocrinology,General Referral,21
Mar-18,Naas General Hospital,102,Gastro-Enterology,General Referral,39
Mar-18,Naas General Hospital,102,General Medicine,General Referral,8
Mar-18,Naas General Hospital,102,General Surgery,General Referral,65
Mar-18,Naas General Hospital,102,Geriatric Medicine,General Referral,7
Mar-18,Naas General Hospital,102,Orthopaedics,General Referral,39
Mar-18,Naas General Hospital,102,Respiratory Medicine,General Referral,13
Mar-18,Naas General Hospital,102,Rheumatology,General Referral,7
Mar-18,National Maternity Hospital Holles Street,931,Gynaecology,General Referral,44
Mar-18,National Maternity Hospital Holles Street,931,Obstetrics,General Referral,24
Mar-18,Our Lady of Lourdes Hospital,922,Cardiology,General Referral,42
Mar-18,Our Lady of Lourdes Hospital,922,Dermatology,General Referral,83
Mar-18,Our Lady of Lourdes Hospital,922,Endocrinology,General Referral,19
Mar-18,Our Lady of Lourdes Hospital,922,Gastro-Enterology,General Referral,30
Mar-18,Our Lady of Lourdes Hospital,922,General Surgery,General Referral,34
Mar-18,Our Lady of Lourdes Hospital,922,Geriatric Medicine,General Referral,10
Mar-18,Our Lady of Lourdes Hospital,922,Gynaecology,General Referral,63
Mar-18,Our Lady of Lourdes Hospital,922,Haematology,General Referral,15
Mar-18,Our Lady of Lourdes Hospital,922,Minor Ops,General Referral,24
Mar-18,Our Lady of Lourdes Hospital,922,Nephrology,General Referral,8
Mar-18,Our Lady of Lourdes Hospital,922,Ophthalmology,General Referral,9
Mar-18,Our Lady of Lourdes Hospital,922,Ophthalmology,Ophthalmology Referral,8
Mar-18,Our Lady of Lourdes Hospital,922,Otolaryngology (ENT),General Referral,68
Mar-18,Our Lady of Lourdes Hospital,922,Paediatric Orthopaedic Surgery,General Referral,6
Mar-18,Our Lady of Lourdes Hospital,922,Paediatric Surgery,General Referral,3
Mar-18,Our Lady of Lourdes Hospital,922,Paediatrics,General Referral,46
Mar-18,Our Lady of Lourdes Hospital,922,Pigmented Lesion,Pigmented Lesion Referral,31
Mar-18,Our Lady of Lourdes Hospital,922,Respiratory Medicine,General Referral,29
Mar-18,Our Lady of Lourdes Hospital,922,Tropical,General Referral,1
Mar-18,Our Lady of Lourdes Hospital,922,Urology,General Referral,27
Mar-18,Our Lady's Children's Hospital Crumlin,941,Allergy,General Referral,16
Mar-18,Our Lady's Children's Hospital Crumlin,941,General Medicine,General Referral,52
Mar-18,Our Lady's Children's Hospital Crumlin,941,Plastic Surgery,General Referral,8
Mar-18,Our Lady's Hospital Manorhamilton,502,Rheumatology,General Referral,17
Mar-18,Our Lady's Hospital Manorhamilton,502,Rheumatology Dexa,General Referral,6
Mar-18,Our Lady's Hospital Navan,403,Cardiology,General Referral,9
Mar-18,Our Lady's Hospital Navan,403,Diabetes Mellitus,General Referral,2
Mar-18,Our Lady's Hospital Navan,403,Endocrinology,General Referral,4
Mar-18,Our Lady's Hospital Navan,403,Gastro-Enterology,General Referral,24
Mar-18,Our Lady's Hospital Navan,403,General Surgery,General Referral,72
Mar-18,Our Lady's Hospital Navan,403,Geriatric / Memory Loss,General Referral,2
Mar-18,Our Lady's Hospital Navan,403,Gynaecology,General Referral,13
Mar-18,Our Lady's Hospital Navan,403,Orthopaedics,General Referral,86
Mar-18,Our Lady's Hospital Navan,403,Paediatrics,General Referral,4
Mar-18,Our Lady's Hospital Navan,403,Respiratory Medicine,General Referral,12
Mar-18,Our Lady's Hospital Navan,403,Rheumatology,General Referral,62
Mar-18,Portiuncula University Hospital,919,Cardiology,General Referral,21
Mar-18,Portiuncula University Hospital,919,Dermatology,General Referral,4
Mar-18,Portiuncula University Hospital,919,Endocrinology,General Referral,11
Mar-18,Portiuncula University Hospital,919,General Medicine,General Referral,24
Mar-18,Portiuncula University Hospital,919,General Surgery,General Referral,55
Mar-18,Portiuncula University Hospital,919,Gynaecology,General Referral,47
Mar-18,Portiuncula University Hospital,919,Nerve Conductive,General Referral,6
Mar-18,Portiuncula University Hospital,919,Obstetrics,General Referral,30
Mar-18,Portiuncula University Hospital,919,Oncology,General Referral,1
Mar-18,Portiuncula University Hospital,919,Orthopaedics,General Referral,1
Mar-18,Portiuncula University Hospital,919,Paediatrics,General Referral,40
Mar-18,Portiuncula University Hospital,919,Pain Relief,General Referral,1
Mar-18,Portiuncula University Hospital,919,Urology,General Referral,23
Mar-18,Roscommon University Hospital,803,Endocrinology,General Referral,1
Mar-18,Roscommon University Hospital,803,General Medicine,General Referral,28
Mar-18,Roscommon University Hospital,803,General Surgery,General Referral,53
Mar-18,Roscommon University Hospital,803,Orthopaedics,General Referral,8
Mar-18,Roscommon University Hospital,803,Otolaryngology (ENT),General Referral,5
Mar-18,Roscommon University Hospital,803,Pigmented Lesion,Pigmented Lesion Referral,11
Mar-18,Roscommon University Hospital,803,Plastic Surgery,General Referral,71
Mar-18,Roscommon University Hospital,803,Radiology,General Referral,7
Mar-18,Roscommon University Hospital,803,Urology,General Referral,8
Mar-18,Roscommon University Hospital,803,Vascular Surgery,General Referral,6
Mar-18,Rotunda Hospital,932,Gynaecology,General Referral,89
Mar-18,Rotunda Hospital,932,Obstetrics,General Referral,51
Mar-18,Rotunda Hospital,932,Ultrasound,General Referral,11
Mar-18,Royal Victoria Eye and Ear Hospital,950,Ophthalmology,Ophthalmology Referral,28
Mar-18,Royal Victoria Eye and Ear Hospital,950,Otolaryngology (ENT),General Referral,53
Mar-18,Sligo University Hospital,501,Dermatology,General Referral,32
Mar-18,Sligo University Hospital,501,Diabetes Mellitus,General Referral,3
Mar-18,Sligo University Hospital,501,Endocrinology,General Referral,7
Mar-18,Sligo University Hospital,501,General Medicine,General Referral,79
Mar-18,Sligo University Hospital,501,General Surgery,General Referral,92
Mar-18,Sligo University Hospital,501,Haematology,General Referral,7
Mar-18,Sligo University Hospital,501,Immunology,General Referral,2
Mar-18,Sligo University Hospital,501,Nephrology,General Referral,5
Mar-18,Sligo University Hospital,501,Neurology,General Referral,8
Mar-18,Sligo University Hospital,501,Obstetrics/Gynaecology,General Referral,52
Mar-18,Sligo University Hospital,501,Ophthalmology,General Referral,2
Mar-18,Sligo University Hospital,501,Ophthalmology,Ophthalmology Referral,13
Mar-18,Sligo University Hospital,501,Orthopaedics,General Referral,55
Mar-18,Sligo University Hospital,501,Otolaryngology (ENT),General Referral,82
Mar-18,Sligo University Hospital,501,Paediatrics,General Referral,31
Mar-18,Sligo University Hospital,501,Pain Relief,General Referral,11
Mar-18,Sligo University Hospital,501,Pigmented Lesion,Pigmented Lesion Referral,3
Mar-18,Sligo University Hospital,501,Urology,General Referral,13
Mar-18,South Infirmary Victoria Hospital,915,Dermatology,General Referral,168
Mar-18,South Infirmary Victoria Hospital,915,Endocrinology,General Referral,6
Mar-18,South Infirmary Victoria Hospital,915,General Surgery,General Referral,157
Mar-18,South Infirmary Victoria Hospital,915,Maxillo-Facial,General Referral,4
Mar-18,South Infirmary Victoria Hospital,915,Orthopaedics,General Referral,170
Mar-18,South Infirmary Victoria Hospital,915,Otolaryngology (ENT),General Referral,174
Mar-18,South Infirmary Victoria Hospital,915,Pain Relief,General Referral,16
Mar-18,South Infirmary Victoria Hospital,915,Pigmented Lesion,Pigmented Lesion Referral,104
Mar-18,South Infirmary Victoria Hospital,915,Plastic Surgery,General Referral,43
Mar-18,South Infirmary Victoria Hospital,915,Rheumatology,General Referral,20
Mar-18,South Tipperary General Hospital,607,Cardiology,General Referral,8
Mar-18,South Tipperary General Hospital,607,Diabetes Mellitus,General Referral,2
Mar-18,South Tipperary General Hospital,607,General Medicine,General Referral,23
Mar-18,South Tipperary General Hospital,607,General Surgery,General Referral,41
Mar-18,South Tipperary General Hospital,607,Geriatric Medicine,General Referral,3
Mar-18,South Tipperary General Hospital,607,Gynaecology,General Referral,17
Mar-18,South Tipperary General Hospital,607,Obstetrics,General Referral,10
Mar-18,South Tipperary General Hospital,607,Paediatrics,General Referral,8
Mar-18,St. Columcille's Hospital,101,Cardiology,General Referral,9
Mar-18,St. Columcille's Hospital,101,Endocrinology,General Referral,17
Mar-18,St. Columcille's Hospital,101,Gastro-Enterology,General Referral,21
Mar-18,St. Columcille's Hospital,101,General Medicine,General Referral,2
Mar-18,St. Columcille's Hospital,101,General Surgery,General Referral,25
Mar-18,St. Columcille's Hospital,101,Geriatric Medicine,General Referral,8
Mar-18,St. Columcille's Hospital,101,Gynaecology,General Referral,5
Mar-18,St. Columcille's Hospital,101,Orthopaedics,General Referral,9
Mar-18,St. Columcille's Hospital,101,Pain Relief,General Referral,3
Mar-18,St. Columcille's Hospital,101,Urology,General Referral,7
Mar-18,St. Columcille's Hospital,101,Vascular Surgery,General Referral,12
Mar-18,St. James's Hospital,904,Bone Health and DXA Scans,General Referral,12
Mar-18,St. James's Hospital,904,Cancer Genetics,General Referral,6
Mar-18,St. James's Hospital,904,Cardiology,General Referral,73
Mar-18,St. James's Hospital,904,Dermatology,General Referral,79
Mar-18,St. James's Hospital,904,Diabetes Mellitus,General Referral,7
Mar-18,St. James's Hospital,904,Endocrinology,General Referral,20
Mar-18,St. James's Hospital,904,Endoscopy,Endoscopy Referral,100
Mar-18,St. James's Hospital,904,Gastro-Enterology,General Referral,44
Mar-18,St. James's Hospital,904,General Medicine,General Referral,12
Mar-18,St. James's Hospital,904,General Medicine Pharmacology,General Referral,3
Mar-18,St. James's Hospital,904,General Surgery,General Referral,49
Mar-18,St. James's Hospital,904,GUIDe,General Referral,7
Mar-18,St. James's Hospital,904,Gynaecology,General Referral,6
Mar-18,St. James's Hospital,904,Haematology,General Referral,17
Mar-18,St. James's Hospital,904,Hepatology,General Referral,14
Mar-18,St. James's Hospital,904,Immunology,General Referral,16
Mar-18,St. James's Hospital,904,Maxillo-Facial,General Referral,15
Mar-18,St. James's Hospital,904,Medical Oncology,General Referral,2
Mar-18,St. James's Hospital,904,Medicine for the Elderly Outpatient Service,General Referral,7
Mar-18,St. James's Hospital,904,National Coagulation Centre,General Referral,1
Mar-18,St. James's Hospital,904,Nephrology,General Referral,7
Mar-18,St. James's Hospital,904,Orthopaedics,General Referral,29
Mar-18,St. James's Hospital,904,Otolaryngology (ENT),General Referral,25
Mar-18,St. James's Hospital,904,Pain,General Referral,10
Mar-18,St. James's Hospital,904,Pigmented Lesion,Pigmented Lesion Referral,40
Mar-18,St. James's Hospital,904,Plastic Surgery,General Referral,45
Mar-18,St. James's Hospital,904,Respiratory Medicine,General Referral,33
Mar-18,St. James's Hospital,904,Rheumatology,General Referral,22
Mar-18,St. James's Hospital,904,St. James's Breast Clinic,Breast Clinic Referral,308
Mar-18,St. James's Hospital,904,St. James's Lung Clinic,Lung Cancer Referral,15
Mar-18,St. James's Hospital,904,St. James's Neurology Dept.,Neurology Referral,10
Mar-18,St. James's Hospital,904,St. James's Urology,Prostate Cancer Referral,19
Mar-18,St. James's Hospital,904,Urology,General Referral,32
Mar-18,St. James's Hospital,904,Vascular Surgery,General Referral,32
Mar-18,St. John of Gods,18,Inpatient Admission,General Referral,3
Mar-18,St. John of Gods,18,Outpatient Appointment,General Referral,4
Mar-18,"St. Luke's Hospital, Kilkenny",601,Cardiology,General Referral,20
Mar-18,"St. Luke's Hospital, Kilkenny",601,Diabetes Mellitus,General Referral,6
Mar-18,"St. Luke's Hospital, Kilkenny",601,Gastro-Enterology,General Referral,17
Mar-18,"St. Luke's Hospital, Kilkenny",601,General Medicine,General Referral,17
Mar-18,"St. Luke's Hospital, Kilkenny",601,General Surgery,General Referral,66
Mar-18,"St. Luke's Hospital, Kilkenny",601,Gynaecology,General Referral,16
Mar-18,"St. Luke's Hospital, Kilkenny",601,Hepatology,General Referral,5
Mar-18,"St. Luke's Hospital, Kilkenny",601,Obstetrics,General Referral,6
Mar-18,"St. Luke's Hospital, Kilkenny",601,Paediatrics,General Referral,18
Mar-18,"St. Luke's Hospital, Kilkenny",601,Respiratory Medicine,General Referral,8
Mar-18,St. Michael's Hospital,912,Cardiology,General Referral,17
Mar-18,St. Michael's Hospital,912,Community Heart Failure,General Referral,3
Mar-18,St. Michael's Hospital,912,Dermatology,General Referral,20
Mar-18,St. Michael's Hospital,912,Diabetes Mellitus,General Referral,1
Mar-18,St. Michael's Hospital,912,Endocrinology,General Referral,2
Mar-18,St. Michael's Hospital,912,Gastro-Enterology,General Referral,31
Mar-18,St. Michael's Hospital,912,General Surgery,General Referral,25
Mar-18,St. Michael's Hospital,912,Geriatric Medicine,General Referral,3
Mar-18,St. Michael's Hospital,912,Gynaecology,General Referral,11
Mar-18,St. Michael's Hospital,912,Heart Failure Clinic,General Referral,5
Mar-18,St. Michael's Hospital,912,Heart Failure Virtual Clinic,General Referral,3
Mar-18,St. Michael's Hospital,912,Ophthalmology,Ophthalmology Referral,6
Mar-18,St. Michael's Hospital,912,Orthopaedic (Foot & Ankle),General Referral,1
Mar-18,St. Michael's Hospital,912,Orthopaedics,General Referral,9
Mar-18,St. Michael's Hospital,912,Otolaryngology (ENT),General Referral,17
Mar-18,St. Michael's Hospital,912,Pelvic Floor Clinic,General Referral,2
Mar-18,St. Michael's Hospital,912,Respiratory Medicine,General Referral,9
Mar-18,St. Michael's Hospital,912,Stop HF Unit,General Referral,3
Mar-18,St. Michael's Hospital,912,Urology,General Referral,11
Mar-18,St. Patrick’s Mental Health Services,750,Psychiatric Referral Service,General Referral,64
Mar-18,St. Vincent's University Hospital,910,Cardiology,General Referral,34
Mar-18,St. Vincent's University Hospital,910,Cardio-Thoracic Surgery,General Referral,1
Mar-18,St. Vincent's University Hospital,910,Dermatology,General Referral,82
Mar-18,St. Vincent's University Hospital,910,Diabetes Mellitus,General Referral,2
Mar-18,St. Vincent's University Hospital,910,Endocrinology,General Referral,21
Mar-18,St. Vincent's University Hospital,910,Endoscopy,Endoscopy Referral,46
Mar-18,St. Vincent's University Hospital,910,Gastro-Enterology,General Referral,52
Mar-18,St. Vincent's University Hospital,910,General Medicine,General Referral,3
Mar-18,St. Vincent's University Hospital,910,General Surgery,General Referral,41
Mar-18,St. Vincent's University Hospital,910,Geriatric Medicine,General Referral,22
Mar-18,St. Vincent's University Hospital,910,Gynaecology,General Referral,16
Mar-18,St. Vincent's University Hospital,910,Haematology General,General Referral,17
Mar-18,St. Vincent's University Hospital,910,Oncology,General Referral,3
Mar-18,St. Vincent's University Hospital,910,Ophthalmology,Ophthalmology Referral,13
Mar-18,St. Vincent's University Hospital,910,Orthopaedics,General Referral,81
Mar-18,St. Vincent's University Hospital,910,Otolaryngology (ENT),General Referral,24
Mar-18,St. Vincent's University Hospital,910,Pain Relief,General Referral,8
Mar-18,St. Vincent's University Hospital,910,Pigmented Lesion,Pigmented Lesion Referral,42
Mar-18,St. Vincent's University Hospital,910,Plastics,General Referral,32
Mar-18,St. Vincent's University Hospital,910,Psychiatry,General Referral,8
Mar-18,St. Vincent's University Hospital,910,Renal,General Referral,12
Mar-18,St. Vincent's University Hospital,910,Respiratory Medicine,General Referral,37
Mar-18,St. Vincent's University Hospital,910,Rheumatology,General Referral,30
Mar-18,St. Vincent's University Hospital,910,St. Vincent's Breast Clinic,Breast Clinic Referral,285
Mar-18,St. Vincent's University Hospital,910,St. Vincents Lung Clinic,Lung Cancer Referral,8
Mar-18,St. Vincent's University Hospital,910,St. Vincent's Neurology Dept.,Neurology Referral,16
Mar-18,St. Vincent's University Hospital,910,St. Vincent's Prostate Clinic,Prostate Cancer Referral,15
Mar-18,St. Vincent's University Hospital,910,Urology,General Referral,43
Mar-18,St. Vincent's University Hospital,910,Vascular Surgery,General Referral,16
Mar-18,Tallaght University Hospital,1049,Cardiology - Adult,General Referral,63
Mar-18,Tallaght University Hospital,1049,Cardiology - Paediatric,General Referral,6
Mar-18,Tallaght University Hospital,1049,Clinical Neurophysiology - Adult,General Referral,5
Mar-18,Tallaght University Hospital,1049,Dermatology - Adult,General Referral,76
Mar-18,Tallaght University Hospital,1049,Dermatology - Paediatric,General Referral,13
Mar-18,Tallaght University Hospital,1049,Endocrinology - Adult,General Referral,20
Mar-18,Tallaght University Hospital,1049,Endocrinology - Paediatric,General Referral,3
Mar-18,Tallaght University Hospital,1049,ENT - Paediatric,General Referral,37
Mar-18,Tallaght University Hospital,1049,Gastroenterology - Adult,General Referral,87
Mar-18,Tallaght University Hospital,1049,Gastroenterology - Paediatric,General Referral,21
Mar-18,Tallaght University Hospital,1049,General Surgery - Adult,General Referral,55
Mar-18,Tallaght University Hospital,1049,Geriatric Medicine  - Adult,General Referral,15
Mar-18,Tallaght University Hospital,1049,Gynaecology - Adult,General Referral,36
Mar-18,Tallaght University Hospital,1049,Haematology - Adult,General Referral,18
Mar-18,Tallaght University Hospital,1049,Nephrology - Adult,General Referral,12
Mar-18,Tallaght University Hospital,1049,Neurology - Adult,General Referral,42
Mar-18,Tallaght University Hospital,1049,Neurology - Paediatric,General Referral,6
Mar-18,Tallaght University Hospital,1049,Ophthalmology,Ophthalmology Referral,4
Mar-18,Tallaght University Hospital,1049,Orthopaedics - Adult,General Referral,102
Mar-18,Tallaght University Hospital,1049,Otolaryngology (ENT) - Adult,General Referral,67
Mar-18,Tallaght University Hospital,1049,Paediatrics,General Referral,27
Mar-18,Tallaght University Hospital,1049,Paediatrics Development,General Referral,3
Mar-18,Tallaght University Hospital,1049,Pain Relief - Adult,General Referral,13
Mar-18,Tallaght University Hospital,1049,Pigmented Lesion,Pigmented Lesion Referral,17
Mar-18,Tallaght University Hospital,1049,Psychiatry - Adult,General Referral,4
Mar-18,Tallaght University Hospital,1049,Respiratory Medicine - Adult,General Referral,39
Mar-18,Tallaght University Hospital,1049,Respiratory Medicine - Paediatric,General Referral,5
Mar-18,Tallaght University Hospital,1049,Rheumatology - Adult,General Referral,36
Mar-18,Tallaght University Hospital,1049,Surgery - Paediatric,General Referral,22
Mar-18,Tallaght University Hospital,1049,Urology - Adult,General Referral,77
Mar-18,Tallaght University Hospital,1049,Vascular Surgery - Adult,General Referral,29
Mar-18,Temple Street Children’s University Hospital,940,General Medicine,General Referral,88
Mar-18,Temple Street Children’s University Hospital,940,General Surgery,General Referral,31
Mar-18,Temple Street Children’s University Hospital,940,Orthopaedics,General Referral,28
